Name,Category,Film,Win_Oscar?,Year_Ceremony,Birth_Date,Birth_Place,Gender,Race or Ethnicity,Sexual orientation,Religion,Link
Norman Taurog,DIRECTING,Boys Town,FALSO,1939,1899-02-23,"Chicago, IL",Male,White,Straight,Na,/people/544/000041421/
King Vidor,DIRECTING,The Citadel,FALSO,1939,1894-02-08,"Galveston, TX",Male,White,Straight,Na,http://www.nndb.com/people/808/000043679/
Michael Curtiz,DIRECTING,Four Daughters,FALSO,1939,1886-12-24,"Budapest, Hungary",Male,White,Straight,Na,/people/676/000032580/
Frank Capra,DIRECTING,You Can't Take It with You,VERDADERO,1939,1897-05-18,"Bisacquino, Sicily, Italy",Male,White,Straight,Roman Catholic,/people/459/000032363/
Robert Donat,ACTOR,"Goodbye, Mr. Chips",VERDADERO,1940,18-03-1905,"Withington, Manchester, England",Male,White,Straight,Na,/people/742/000063553/
Clark Gable,ACTOR,Gone with the Wind,FALSO,1940,01-02-1901,"Cadiz, OH",Male,White,Straight,Na,/people/156/000027075/
Laurence Olivier,ACTOR,Wuthering Heights,FALSO,1940,22-05-1907,"Dorking, Surrey, England",Male,White,Bisexual,Na,/people/607/000022541/
Mickey Rooney,ACTOR,Babes in Arms,FALSO,1940,23-09-1920,"Brooklyn, NY",Male,White,Straight,Born-Again Christian,http://www.nndb.com/people/861/000022795/
Jimmy Stewart,ACTOR,Mr. Smith Goes to Washington,FALSO,1940,20-05-1908,"Indiana, PA",Male,White,Straight,Presbyterian,/people/659/000026581/
Brian Aherne,ACTOR IN A SUPPORTING ROLE,Juarez,FALSO,1940,02-05-1902,"King's Norton, Worcestershire, England",Male,White,Straight,Na,http://www.nndb.com/people/006/000132607/
Harry Carey,ACTOR IN A SUPPORTING ROLE,Mr. Smith Goes to Washington,FALSO,1940,1878-01-16,"Bronx, NY",Male,White,Straight,Na,http://www.nndb.com/people/802/000043673/
Brian Donlevy,ACTOR IN A SUPPORTING ROLE,Beau Geste,FALSO,1940,09-02-1901,"Portadown, Craigavon District, Northern Ireland",Male,White,Straight,Na,http://www.nndb.com/people/979/000078745/
Thomas Mitchell,ACTOR IN A SUPPORTING ROLE,Stagecoach,VERDADERO,1940,1892-07-11,"Elizabeth, NJ",Male,White,Straight,Na,/people/116/000063924/
Claude Rains,ACTOR IN A SUPPORTING ROLE,Mr. Smith Goes to Washington,FALSO,1940,1889-11-10,"London, England",Male,White,Straight,Na,http://www.nndb.com/people/631/000043502/
Bette Davis,ACTRESS,Dark Victory,FALSO,1940,05-04-1908,"Lowell, MA",Female,White,Straight,Na,/people/457/000026379/
Irene Dunne,ACTRESS,Love Affair,FALSO,1940,1898-12-20,"Louisville, KY",Female,White,Straight,Na,http://www.nndb.com/people/346/000044214/
Greta Garbo,ACTRESS,Ninotchka,FALSO,1940,18-09-1905,"Stockholm, Sweden",Female,White,Bisexual,Protestant,http://www.nndb.com/people/224/000022158/
Greer Garson,ACTRESS,"Goodbye, Mr. Chips",FALSO,1940,29-09-1904,"London, England",Female,White,Straight,Na,/people/293/000044161/
Vivien Leigh,ACTRESS,Gone with the Wind,VERDADERO,1940,05-11-1913,"Darjeeling, India",Female,White,Straight,Roman Catholic,/people/470/000022404/
Olivia de Havilland,ACTRESS IN A SUPPORTING ROLE,Gone with the Wind,FALSO,1940,01-07-1916,"Tokyo, Japan",Female,White,Straight,Na,/people/741/000022675/
Geraldine Fitzgerald,ACTRESS IN A SUPPORTING ROLE,Wuthering Heights,FALSO,1940,24-11-1913,"Dublin, Ireland",Female,White,Straight,Na,http://www.nndb.com/people/360/000110030/
Hattie McDaniel,ACTRESS IN A SUPPORTING ROLE,Gone with the Wind,VERDADERO,1940,1893-06-10,"Wichita, KS",Female,Black,Matter of Dispute,Christian,/people/077/000063885/
Edna May Oliver,ACTRESS IN A SUPPORTING ROLE,Drums along the Mohawk,FALSO,1940,1883-11-09,"Malden, MA",Female,White,Straight,Na,http://www.nndb.com/people/041/000130648/
Maria Ouspenskaya,ACTRESS IN A SUPPORTING ROLE,Love Affair,FALSO,1940,1876-07-29,"Tula, Russia",Female,White,Na,Na,http://www.nndb.com/people/135/000133733/
Victor Fleming,DIRECTING,Gone with the Wind,VERDADERO,1940,1883-02-23,"Pasadena, CA",Male,White,Straight,Na,/people/416/000041293/
Sam Wood,DIRECTING,"Goodbye, Mr. Chips",FALSO,1940,1883-07-10,"Philadelphia, PA",Male,White,Straight,Na,http://www.nndb.com/people/239/000033140/
Frank Capra,DIRECTING,Mr. Smith Goes to Washington,FALSO,1940,1897-05-18,"Bisacquino, Sicily, Italy",Male,White,Straight,Roman Catholic,/people/459/000032363/
John Ford,DIRECTING,Stagecoach,FALSO,1940,1894-02-01,"Cape Elizabeth, ME",Male,White,Bisexual,Roman Catholic,/people/458/000032362/
William Wyler,DIRECTING,Wuthering Heights,FALSO,1940,01-07-1902,"Mulhouse, Haut-Rhin, Alsace, France",Male,White,Straight,Na,/people/463/000032367/
Charles Chaplin,ACTOR,The Great Dictator,FALSO,1941,1889-04-16,"London, England",Male,White,Straight,Anglican/Episcopalian,http://www.nndb.com/people/876/000023807/
Henry Fonda,ACTOR,The Grapes of Wrath,FALSO,1941,16-05-1905,"Grand Island, NE",Male,White,Straight,Na,/people/496/000026418/
Raymond Massey,ACTOR,Abe Lincoln in Illinois,FALSO,1941,1896-08-30,"Toronto, Ontario, Canada",Male,White,Straight,Na,http://www.nndb.com/people/837/000078603/
Laurence Olivier,ACTOR,Rebecca,FALSO,1941,22-05-1907,"Dorking, Surrey, England",Male,White,Bisexual,Na,/people/607/000022541/
Jimmy Stewart,ACTOR,The Philadelphia Story,VERDADERO,1941,20-05-1908,"Indiana, PA",Male,White,Straight,Presbyterian,/people/659/000026581/
Albert Basserman,ACTOR IN A SUPPORTING ROLE,Foreign Correspondent,FALSO,1941,1867-09-07,"Mannheim, Germany",Male,White,Straight,Na,http://www.nndb.com/people/420/000029333/
Walter Brennan,ACTOR IN A SUPPORTING ROLE,The Westerner,VERDADERO,1941,1894-07-25,"Swampscott, MA",Male,White,Straight,Na,/people/347/000032251/
William Gargan,ACTOR IN A SUPPORTING ROLE,They Knew What They Wanted,FALSO,1941,17-07-1905,"Brooklyn, NY",Male,White,Straight,Na,http://www.nndb.com/people/470/000213828/
Jack Oakie,ACTOR IN A SUPPORTING ROLE,The Great Dictator,FALSO,1941,12-11-1903,"Sedalia, MO",Male,White,Straight,Na,http://www.nndb.com/people/466/000102160/
James Stephenson,ACTOR IN A SUPPORTING ROLE,The Letter,FALSO,1941,1889-04-14,"Yorkshire, England",Male,Na,Na,Na,https://www.imdb.com/fr/name/nm0827263/?ref_=fn_all_nme_1
Bette Davis,ACTRESS,The Letter,FALSO,1941,05-04-1908,"Lowell, MA",Female,White,Straight,Na,/people/457/000026379/
Joan Fontaine,ACTRESS,Rebecca,FALSO,1941,22-10-1917,"Tokyo, Japan",Female,White,Straight,Na,/people/487/000026409/
Katharine Hepburn,ACTRESS,The Philadelphia Story,FALSO,1941,12-05-1907,"Hartford, CT",Female,White,Bisexual,Atheist,/people/775/000023706/
Ginger Rogers,ACTRESS,Kitty Foyle,VERDADERO,1941,16-07-1911,"Independence, MO",Female,White,Straight,Christian Science,/people/635/000043506/
Martha Scott,ACTRESS,Our Town,FALSO,1941,22-09-1912,"Jamesport, MO",Female,White,Straight,Na,http://www.nndb.com/people/717/000132321/
Judith Anderson,ACTRESS IN A SUPPORTING ROLE,Rebecca,FALSO,1941,1897-02-10,"Adelaide, South Australia, Australia",Female,White,Straight,Na,http://www.nndb.com/people/694/000119337/
Jane Darwell,ACTRESS IN A SUPPORTING ROLE,The Grapes of Wrath,VERDADERO,1941,1879-10-15,"Palmyra, MO",Female,White,Straight,Na,/people/078/000063886/
Ruth Hussey,ACTRESS IN A SUPPORTING ROLE,The Philadelphia Story,FALSO,1941,30-10-1911,"Providence, RI",Female,White,Straight,Na,http://www.nndb.com/people/413/000110083/
Barbara O'Neil,ACTRESS IN A SUPPORTING ROLE,"All This, and Heaven Too",FALSO,1941,17-07-1910,"St. Louis, MO",Female,White,Straight,Na,http://www.nndb.com/people/118/000063926/
Marjorie Rambeau,ACTRESS IN A SUPPORTING ROLE,Primrose Path,FALSO,1941,1889-07-15,"San Francisco, CA",Female,White,Straight,Na,http://www.nndb.com/people/572/000092296/
John Ford,DIRECTING,The Grapes of Wrath,VERDADERO,1941,1894-02-01,"Cape Elizabeth, ME",Male,White,Bisexual,Roman Catholic,/people/458/000032362/
Sam Wood,DIRECTING,Kitty Foyle,FALSO,1941,1883-07-10,"Philadelphia, PA",Male,White,Straight,Na,http://www.nndb.com/people/239/000033140/
William Wyler,DIRECTING,The Letter,FALSO,1941,01-07-1902,"Mulhouse, Haut-Rhin, Alsace, France",Male,White,Straight,Na,/people/463/000032367/
George Cukor,DIRECTING,The Philadelphia Story,FALSO,1941,1899-07-07,New York City,Male,White,Gay,Na,/people/373/000041250/
Alfred Hitchcock,DIRECTING,Rebecca,FALSO,1941,1899-08-13,"Leytonstone, London, England",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/664/000026586/
Gary Cooper,ACTOR,Sergeant York,VERDADERO,1942,07-05-1901,"Helena, MT",Male,White,Straight,Roman Catholic,/people/740/000031647/
Cary Grant,ACTOR,Penny Serenade,FALSO,1942,18-01-1904,"Bristol, England",Male,White,Bisexual,Na,http://www.nndb.com/people/657/000026579/
Walter Huston,ACTOR,All That Money Can Buy,FALSO,1942,1884-04-06,"Toronto, Ontario, Canada",Male,White,Straight,Na,/people/122/000063930/
Robert Montgomery,ACTOR,Here Comes Mr. Jordan,FALSO,1942,21-05-1904,"Beacon, NY",Male,White,Straight,Na,http://www.nndb.com/people/704/000031611/
Orson Welles,ACTOR,Citizen Kane,FALSO,1942,06-05-1915,"Kenosha, WI",Male,White,Straight,Na,http://www.nndb.com/people/461/000032365/
Walter Brennan,ACTOR IN A SUPPORTING ROLE,Sergeant York,FALSO,1942,1894-07-25,"Swampscott, MA",Male,White,Straight,Na,/people/347/000032251/
Charles Coburn,ACTOR IN A SUPPORTING ROLE,The Devil and Miss Jones,FALSO,1942,1877-06-17,"Savannah, GA",Male,White,Straight,Na,/people/127/000063935/
Donald Crisp,ACTOR IN A SUPPORTING ROLE,How Green Was My Valley,VERDADERO,1942,1880-07-27,"London, England",Male,White,Straight,Na,/people/689/000031596/
James Gleason,ACTOR IN A SUPPORTING ROLE,Here Comes Mr. Jordan,FALSO,1942,1882-05-23,New York City,Male,White,Straight,Na,http://www.nndb.com/people/177/000130784/
Sydney Greenstreet,ACTOR IN A SUPPORTING ROLE,The Maltese Falcon,FALSO,1942,1879-12-27,"Sandwich, Kent, England",Male,White,Straight,Na,http://www.nndb.com/people/395/000044263/
Bette Davis,ACTRESS,The Little Foxes,FALSO,1942,05-04-1908,"Lowell, MA",Female,White,Straight,Na,/people/457/000026379/
Olivia de Havilland,ACTRESS,Hold Back the Dawn,FALSO,1942,01-07-1916,"Tokyo, Japan",Female,White,Straight,Na,/people/741/000022675/
Joan Fontaine,ACTRESS,Suspicion,VERDADERO,1942,22-10-1917,"Tokyo, Japan",Female,White,Straight,Na,/people/487/000026409/
Greer Garson,ACTRESS,Blossoms in the Dust,FALSO,1942,29-09-1904,"London, England",Female,White,Straight,Na,/people/293/000044161/
Barbara Stanwyck,ACTRESS,Ball of Fire,FALSO,1942,16-07-1907,"Brooklyn, NY",Female,White,Matter of Dispute,Na,http://www.nndb.com/people/766/000026688/
Sara Allgood,ACTRESS IN A SUPPORTING ROLE,How Green Was My Valley,FALSO,1942,1879-10-31,"Dublin, Ireland",Female,White,Straight,Na,http://www.nndb.com/people/313/000278476/
Mary Astor,ACTRESS IN A SUPPORTING ROLE,The Great Lie,VERDADERO,1942,03-05-1906,"Quincy, IL",Female,White,Straight,Roman Catholic,/people/690/000042564/
Patricia Collinge,ACTRESS IN A SUPPORTING ROLE,The Little Foxes,FALSO,1942,1892-09-20,"Dublin, Ireland",Female,White,Straight,Na,https://www.imdb.com/fr/name/nm0172048/?ref_=fn_all_nme_1
Teresa Wright,ACTRESS IN A SUPPORTING ROLE,The Little Foxes,FALSO,1942,27-10-1918,New York City,Female,White,Straight,Na,/people/580/000045445/
Margaret Wycherly,ACTRESS IN A SUPPORTING ROLE,Sergeant York,FALSO,1942,1881-10-26,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/791/000133392/
Orson Welles,DIRECTING,Citizen Kane,FALSO,1942,06-05-1915,"Kenosha, WI",Male,White,Straight,Na,http://www.nndb.com/people/461/000032365/
Alexander Hall,DIRECTING,Here Comes Mr. Jordan,FALSO,1942,1894-01-11,"Boston, MA",Male,White,Straight,Na,http://www.nndb.com/people/381/000134976/
John Ford,DIRECTING,How Green Was My Valley,VERDADERO,1942,1894-02-01,"Cape Elizabeth, ME",Male,White,Bisexual,Roman Catholic,/people/458/000032362/
William Wyler,DIRECTING,The Little Foxes,FALSO,1942,01-07-1902,"Mulhouse, Haut-Rhin, Alsace, France",Male,White,Straight,Na,/people/463/000032367/
Howard Hawks,DIRECTING,Sergeant York,FALSO,1942,1896-05-30,"Goshen, IN",Male,White,Straight,Na,http://www.nndb.com/people/670/000032574/
James Cagney,ACTOR,Yankee Doodle Dandy,VERDADERO,1943,1899-07-17,"Manhattan, NY",Male,White,Straight,Roman Catholic,/people/798/000024726/
Ronald Colman,ACTOR,Random Harvest,FALSO,1943,1891-02-09,"Richmond, Surrey, England",Male,White,Straight,Na,/people/619/000042493/
Gary Cooper,ACTOR,The Pride of the Yankees,FALSO,1943,07-05-1901,"Helena, MT",Male,White,Straight,Roman Catholic,/people/740/000031647/
Walter Pidgeon,ACTOR,Mrs. Miniver,FALSO,1943,1897-09-23,"East St. John, New Brunswick, Canada",Male,White,Bisexual,Na,http://www.nndb.com/people/253/000043124/
Monty Woolley,ACTOR,The Pied Piper,FALSO,1943,1888-08-17,New York City,Male,White,Gay,Na,http://www.nndb.com/people/605/000092329/
William Bendix,ACTOR IN A SUPPORTING ROLE,Wake Island,FALSO,1943,14-01-1906,New York City,Male,White,Straight,Roman Catholic,http://www.nndb.com/people/727/000031634/
Van Heflin,ACTOR IN A SUPPORTING ROLE,Johnny Eager,VERDADERO,1943,13-12-1910,"Walters, OK",Male,White,Straight,Na,/people/680/000042554/
Walter Huston,ACTOR IN A SUPPORTING ROLE,Yankee Doodle Dandy,FALSO,1943,1884-04-06,"Toronto, Ontario, Canada",Male,White,Straight,Na,/people/122/000063930/
Frank Morgan,ACTOR IN A SUPPORTING ROLE,Tortilla Flat,FALSO,1943,1890-06-01,New York City,Male,White,Straight,Na,http://www.nndb.com/people/373/000110043/
Henry Travers,ACTOR IN A SUPPORTING ROLE,Mrs. Miniver,FALSO,1943,1874-03-05,"Berwick-Upon-Tweed, Northumberland, England",Male,White,Straight,Na,http://www.nndb.com/people/279/000130886/
Bette Davis,ACTRESS,"Now, Voyager",FALSO,1943,05-04-1908,"Lowell, MA",Female,White,Straight,Na,/people/457/000026379/
Greer Garson,ACTRESS,Mrs. Miniver,VERDADERO,1943,29-09-1904,"London, England",Female,White,Straight,Na,/people/293/000044161/
Katharine Hepburn,ACTRESS,Woman of the Year,FALSO,1943,12-05-1907,"Hartford, CT",Female,White,Bisexual,Atheist,/people/775/000023706/
Rosalind Russell,ACTRESS,My Sister Eileen,FALSO,1943,04-06-1907,"Waterbury, CT",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/324/000089057/
Teresa Wright,ACTRESS,The Pride of the Yankees,FALSO,1943,27-10-1918,New York City,Female,White,Straight,Na,/people/580/000045445/
Gladys Cooper,ACTRESS IN A SUPPORTING ROLE,"Now, Voyager",FALSO,1943,1888-12-18,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/465/000131072/
Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE,The Magnificent Ambersons,FALSO,1943,06-12-1900,"Clinton, MA",Female,White,Matter of Dispute,Presbyterian,http://www.nndb.com/people/899/000078665/
Susan Peters,ACTRESS IN A SUPPORTING ROLE,Random Harvest,FALSO,1943,03-07-1921,"Spokane, WA",Female,White,Straight,Na,http://www.nndb.com/people/453/000162964/
Dame May Whitty,ACTRESS IN A SUPPORTING ROLE,Mrs. Miniver,FALSO,1943,1865-06-19,"Liverpool, England",Female,White,Straight,Na,http://www.nndb.com/people/521/000138107/
Teresa Wright,ACTRESS IN A SUPPORTING ROLE,Mrs. Miniver,VERDADERO,1943,27-10-1918,New York City,Female,White,Straight,Na,/people/580/000045445/
Sam Wood,DIRECTING,Kings Row,FALSO,1943,1883-07-10,"Philadelphia, PA",Male,White,Straight,Na,http://www.nndb.com/people/239/000033140/
William Wyler,DIRECTING,Mrs. Miniver,VERDADERO,1943,01-07-1902,"Mulhouse, Haut-Rhin, Alsace, France",Male,White,Straight,Na,/people/463/000032367/
Mervyn LeRoy,DIRECTING,Random Harvest,FALSO,1943,15-10-1900,"San Francisco, CA",Male,White,Straight,Na,http://www.nndb.com/people/374/000041251/
John Farrow,DIRECTING,Wake Island,FALSO,1943,10-02-1904,"Sydney, New South Wales, Australia",Male,White,Straight,Roman Catholic,https://www.nndb.com/people/344/000078110/
Michael Curtiz,DIRECTING,Yankee Doodle Dandy,FALSO,1943,1886-12-24,"Budapest, Hungary",Male,White,Straight,Na,/people/676/000032580/
Humphrey Bogart,ACTOR,Casablanca,FALSO,1944,1899-12-25,New York City,Male,White,Straight,Na,/people/837/000024765/
Gary Cooper,ACTOR,For Whom the Bell Tolls,FALSO,1944,07-05-1901,"Helena, MT",Male,White,Straight,Roman Catholic,/people/740/000031647/
Paul Lukas,ACTOR,Watch on the Rhine,VERDADERO,1944,1887-05-26,"Budapest, Hungary",Male,White,Straight,Na,/people/713/000042587/
Walter Pidgeon,ACTOR,Madame Curie,FALSO,1944,1897-09-23,"East St. John, New Brunswick, Canada",Male,White,Bisexual,Na,http://www.nndb.com/people/253/000043124/
Mickey Rooney,ACTOR,The Human Comedy,FALSO,1944,23-09-1920,"Brooklyn, NY",Male,White,Straight,Born-Again Christian,http://www.nndb.com/people/861/000022795/
Charles Bickford,ACTOR IN A SUPPORTING ROLE,The Song of Bernadette,FALSO,1944,1891-01-01,"Cambridge, MA",Male,White,Straight,Na,http://www.nndb.com/people/453/000079216/
Charles Coburn,ACTOR IN A SUPPORTING ROLE,The More the Merrier,VERDADERO,1944,1877-06-17,"Savannah, GA",Male,White,Straight,Na,/people/127/000063935/
J. Carrol Naish,ACTOR IN A SUPPORTING ROLE,Sahara,FALSO,1944,1896-01-21,New York City,Male,White,Straight,Na,http://www.nndb.com/people/174/000205556/
Claude Rains,ACTOR IN A SUPPORTING ROLE,Casablanca,FALSO,1944,1889-11-10,"London, England",Male,White,Straight,Na,http://www.nndb.com/people/631/000043502/
Akim Tamiroff,ACTOR IN A SUPPORTING ROLE,For Whom the Bell Tolls,FALSO,1944,1899-10-29,"Tiflis, Georgia",Male,White,Straight,Na,http://www.nndb.com/people/752/000168248/
Jean Arthur,ACTRESS,The More the Merrier,FALSO,1944,17-10-1900,"Plattsburgh, NY",Female,White,Matter of Dispute,Na,http://www.nndb.com/people/545/000031452/
Ingrid Bergman,ACTRESS,For Whom the Bell Tolls,FALSO,1944,29-08-1915,"Stockholm, Sweden",Female,White,Straight,Na,/people/836/000024764/
Joan Fontaine,ACTRESS,The Constant Nymph,FALSO,1944,22-10-1917,"Tokyo, Japan",Female,White,Straight,Na,/people/487/000026409/
Greer Garson,ACTRESS,Madame Curie,FALSO,1944,29-09-1904,"London, England",Female,White,Straight,Na,/people/293/000044161/
Jennifer Jones,ACTRESS,The Song of Bernadette,VERDADERO,1944,02-03-1919,"Tulsa, OK",Female,White,Straight,Roman Catholic,/people/809/000063620/
Gladys Cooper,ACTRESS IN A SUPPORTING ROLE,The Song of Bernadette,FALSO,1944,1888-12-18,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/465/000131072/
Paulette Goddard,ACTRESS IN A SUPPORTING ROLE,So Proudly We Hail!,FALSO,1944,03-06-1910,"Queens, NY",Female,White,Straight,Jewish,http://www.nndb.com/people/291/000044159/
Katina Paxinou,ACTRESS IN A SUPPORTING ROLE,For Whom the Bell Tolls,VERDADERO,1944,17-12-1900,"Athens, Greece",Female,White,Straight,Na,/people/080/000063888/
Anne Revere,ACTRESS IN A SUPPORTING ROLE,The Song of Bernadette,FALSO,1944,25-06-1903,New York City,Female,White,Straight,Na,/people/081/000063889/
Lucile Watson,ACTRESS IN A SUPPORTING ROLE,Watch on the Rhine,FALSO,1944,1879-05-27,"Quebec, Canada",Female,White,Straight,Na,http://www.nndb.com/people/782/000134380/
Michael Curtiz,DIRECTING,Casablanca,VERDADERO,1944,1886-12-24,"Budapest, Hungary",Male,White,Straight,Na,/people/676/000032580/
Ernst Lubitsch,DIRECTING,Heaven Can Wait,FALSO,1944,1892-01-28,"Berlin, Germany",Male,White,Straight,Na,http://www.nndb.com/people/004/000032905/
Clarence Brown,DIRECTING,The Human Comedy,FALSO,1944,1890-05-10,"Clinton, MA",Male,White,Straight,Na,http://www.nndb.com/people/336/000078102/
George Stevens,DIRECTING,The More the Merrier,FALSO,1944,18-12-1904,"Oakland, CA",Male,White,Straight,Na,/people/382/000044250/
Henry King,DIRECTING,The Song of Bernadette,FALSO,1944,1886-01-24,"Christiansburg, VA",Male,White,Straight,Na,http://www.nndb.com/people/326/000078092/
Charles Boyer,ACTOR,Gaslight,FALSO,1945,1899-08-28,"Figeac, Lot, Midi-Pyr�n�es, France",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/888/000065693/
Bing Crosby,ACTOR,Going My Way,VERDADERO,1945,03-05-1903,"Tacoma, WA",Male,White,Straight,Roman Catholic,/people/651/000026573/
Barry Fitzgerald,ACTOR,Going My Way,FALSO,1945,1888-03-10,"Dublin, Ireland",Male,White,Na,Protestant,/people/126/000063934/
Cary Grant,ACTOR,None but the Lonely Heart,FALSO,1945,18-01-1904,"Bristol, England",Male,White,Bisexual,Na,http://www.nndb.com/people/657/000026579/
Alexander Knox,ACTOR,Wilson,FALSO,1945,16-01-1907,"Strathroy, Ontario, Canada",Male,White,Straight,Na,http://www.nndb.com/people/659/000135254/
